target,source,status,count,phase,source_score,target_score,tp1,tp2,tp3,favTopic_target,sp1,sp2,sp3,favTopic_source
1305286970,23241541,YES,2,2,0.430856688908,0.0784646656646,0,0,1,holiday+home,0,1,1,holiday+home
1393345688,23241541,YES,2,2,0.430856688908,0.0407657661206,0,0,1,holiday+home,0,1,1,holiday+home
1455092635,23241541,YES,2,2,0.430856688908,0.0265123048459,0,0,0,holiday+home,0,1,1,holiday+home
1526590237,23241541,YES,1,2,0.430856688908,0.121337894383,0,0,1,holiday+xmas+newyear,0,1,1,holiday+home
1578979350,23241541,YES,1,2,0.430856688908,0.00179330386589,0,0,0,holiday+xmas+newyear,0,1,1,holiday+home
2212724846,23241541,YES,6,2,0.430856688908,0.00748878965943,0,0,0,holiday+xmas+newyear,0,1,1,holiday+home
2419177464,23241541,YES,2,2,0.430856688908,0.0,0,0,0,food,0,1,1,holiday+home
2829611681,23241541,YES,1,2,0.430856688908,0.0105064851164,0,0,0,holiday+xmas+newyear,0,1,1,holiday+home
2902848647,23241541,YES,1,2,0.430856688908,0.0093216566659,0,0,0,holiday+xmas+newyear,0,1,1,holiday+home
2953387107,23241541,YES,2,2,0.430856688908,0.0214830818754,0,0,0,holiday+xmas+newyear,0,1,1,holiday+home
3023038974,23241541,YES,6,2,0.430856688908,0.012543521406,0,0,0,holiday+home,0,1,1,holiday+home
3068740521,23241541,YES,1,2,0.430856688908,0.0410924981225,0,0,1,holiday+home,0,1,1,holiday+home
3256043222,23241541,YES,2,2,0.430856688908,0.0875584091249,0,0,1,holiday+home,0,1,1,holiday+home
3261421430,23241541,YES,2,2,0.430856688908,0.00222784760198,0,0,0,holiday+xmas+newyear,0,1,1,holiday+home
4251633688,23241541,YES,6,2,0.430856688908,0.0386010592084,0,0,1,holiday+xmas+newyear,0,1,1,holiday+home
4322880561,23241541,YES,2,2,0.430856688908,0.00433118098974,0,0,0,holiday+xmas+newyear,0,1,1,holiday+home
4468512974,23241541,YES,2,2,0.430856688908,0.00934457786128,0,0,0,holiday+xmas+newyear,0,1,1,holiday+home
701233,7121092,YES,2,2,0.279769292602,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
1354631,7121092,YES,1,2,0.279769292602,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
7483262,7121092,YES,1,2,0.279769292602,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
11922222,7121092,YES,1,2,0.279769292602,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
14227896,7121092,YES,2,2,0.279769292602,0.00796501101466,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
15773072,7121092,YES,1,2,0.279769292602,0.00107694856864,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
16001022,7121092,YES,2,2,0.279769292602,0.0,0,0,0,holiday+home,0,0,0,holiday+home
19259058,7121092,YES,1,2,0.279769292602,0.0273967726021,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
19270838,7121092,YES,2,2,0.279769292602,0.022488013154,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
21238828,7121092,YES,1,2,0.279769292602,0.00694190175538,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
24990869,7121092,YES,6,2,0.279769292602,0.0157714499562,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
29547150,7121092,YES,3,2,0.279769292602,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
29646382,7121092,YES,10,2,0.279769292602,0.09404109828,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
31736700,7121092,YES,11,2,0.279769292602,0.000739179335726,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
35014644,7121092,YES,1,2,0.279769292602,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
36592529,7121092,YES,4,2,0.279769292602,0.00453833478702,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
39393024,7121092,YES,2,2,0.279769292602,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
39940842,7121092,YES,28,2,0.279769292602,0.0,0,0,0,holiday+home,0,0,0,holiday+home
45796182,7121092,YES,5,2,0.279769292602,0.0031109941113,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
48754048,7121092,YES,2,2,0.279769292602,0.0128081988156,0,0,0,holiday+home,0,0,0,holiday+home
56102549,7121092,YES,2,2,0.279769292602,0.140016297313,0,0,1,holiday+xmas+newyear,0,0,0,holiday+home
89321553,7121092,YES,1,2,0.279769292602,0.00317843231266,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
94853204,7121092,YES,4,2,0.279769292602,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
102816998,7121092,YES,1,2,0.279769292602,0.00607466134149,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
107626769,7121092,YES,2,2,0.279769292602,0.00100024696842,0,0,0,holiday+home,0,0,0,holiday+home
128721452,7121092,YES,3,2,0.279769292602,0.0620373930606,0,0,0,food+cook,0,0,0,holiday+home
137694679,7121092,YES,1,2,0.279769292602,0.0753786716508,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
144101650,7121092,YES,1,2,0.279769292602,0.0235656390509,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
147026000,7121092,YES,2,2,0.279769292602,0.0247375415111,0,0,0,food+cook,0,0,0,holiday+home
177454156,7121092,YES,1,2,0.279769292602,0.0167536878452,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
202211291,7121092,YES,9,2,0.279769292602,0.010415384194,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
214185444,7121092,YES,4,2,0.279769292602,0.00509030760499,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
230606505,7121092,YES,8,2,0.279769292602,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
254592252,7121092,YES,2,2,0.279769292602,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
256835387,7121092,YES,3,2,0.279769292602,0.00907610830987,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
262566706,7121092,YES,1,2,0.279769292602,0.00857243316325,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
269515121,7121092,YES,5,2,0.279769292602,0.0,0,0,0,holiday+home,0,0,0,holiday+home
306944590,7121092,YES,3,2,0.279769292602,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
325609556,7121092,YES,4,2,0.279769292602,0.0425693441798,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
370618414,7121092,YES,7,2,0.279769292602,0.00239307900846,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
398915762,7121092,YES,1,2,0.279769292602,0.0199170184623,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
483195215,7121092,YES,14,2,0.279769292602,0.0339264007357,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
497101636,7121092,YES,8,2,0.279769292602,0.0249457253133,0,0,0,holiday+home,0,0,0,holiday+home
540244828,7121092,YES,9,2,0.279769292602,0.00762475596312,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
818798281,7121092,YES,1,2,0.279769292602,0.00977268556154,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
919046790,7121092,YES,1,2,0.279769292602,0.015064133206,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
950340409,7121092,YES,5,2,0.279769292602,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
1093948830,7121092,YES,1,2,0.279769292602,0.00365825506272,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
1195403648,7121092,YES,2,2,0.279769292602,0.00369535981567,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
1902678374,7121092,YES,33,2,0.279769292602,0.0433567819439,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
2242816321,7121092,YES,2,2,0.279769292602,0.0662173845633,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
2815544564,7121092,YES,32,2,0.279769292602,0.0178691699629,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
2828638621,7121092,YES,2,2,0.279769292602,0.0,0,0,0,holiday+home,0,0,0,holiday+home
2915031318,7121092,YES,4,2,0.279769292602,0.0487686351745,0,1,1,holiday+home,0,0,0,holiday+home
2954196531,7121092,YES,12,2,0.279769292602,0.0417516188839,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
3008274374,7121092,YES,6,2,0.279769292602,0.0462358397284,0,0,1,holiday+home,0,0,0,holiday+home
3010573975,7121092,YES,2,2,0.279769292602,0.00666552999106,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
3015271772,7121092,YES,1,2,0.279769292602,0.042824481909,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
3114344983,7121092,YES,1,2,0.279769292602,0.0151980694568,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
3184646412,7121092,YES,6,2,0.279769292602,0.022236169641,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
3886400655,7121092,YES,4,2,0.279769292602,0.0,0,0,0,holiday+home,0,0,0,holiday+home
15568852,213405395,YES,8,2,0.264598846454,0.0124064978851,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
20253942,213405395,YES,2,2,0.264598846454,0.195717478742,0,0,0,holiday+home,0,0,0,holiday+home
26460305,213405395,YES,1,2,0.264598846454,0.021796488918,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
35075210,213405395,YES,1,2,0.264598846454,0.00439078555807,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
49559323,213405395,YES,2,2,0.264598846454,0.00362190414316,0,0,0,holiday+gift,0,0,0,holiday+home
112468555,213405395,YES,1,2,0.264598846454,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
140241017,213405395,YES,2,2,0.264598846454,0.0,0,0,0,holiday+gift,0,0,0,holiday+home
141323179,213405395,YES,1,2,0.264598846454,0.00219722890991,0,0,0,holiday+home,0,0,0,holiday+home
163688274,213405395,YES,1,2,0.264598846454,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
172759774,213405395,YES,2,2,0.264598846454,0.0121888290703,0,0,0,holiday+home,0,0,0,holiday+home
218713117,213405395,YES,2,2,0.264598846454,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
256224751,213405395,YES,2,2,0.264598846454,0.0,0,0,0,holiday+home,0,0,0,holiday+home
260232867,213405395,YES,2,2,0.264598846454,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
296676049,213405395,YES,2,2,0.264598846454,0.0,0,0,0,holiday+gift,0,0,0,holiday+home
300577552,213405395,YES,2,2,0.264598846454,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
311753127,213405395,YES,1,2,0.264598846454,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
