target,source,status,count,phase,source_score,target_score,tp1,tp2,tp3,favTopic_target,sp1,sp2,sp3,favTopic_source
3099848394,39940842,YES,2,3,0.0377128799387,0.0,0,0,0,holiday+xmas+newyear,1,0,0,holiday+home
3164506695,39940842,YES,1,3,0.0377128799387,0.000563594854154,0,1,0,holiday+xmas+newyear,1,0,0,holiday+home
3270537818,39940842,YES,2,3,0.0377128799387,0.0,0,0,0,holiday+xmas+newyear,1,0,0,holiday+home
3607433660,39940842,YES,2,3,0.0377128799387,0.0,0,0,0,holiday+home,1,0,0,holiday+home
3886400655,39940842,YES,4,3,0.0377128799387,0.0,0,0,0,holiday+home,1,0,0,holiday+home
4079959038,39940842,YES,1,3,0.0377128799387,0.0,0,0,0,holiday+xmas+newyear,1,0,0,holiday+home
4176337750,39940842,YES,12,3,0.0377128799387,0.0,0,0,0,holiday+xmas+newyear,1,0,0,holiday+home
4281221712,39940842,YES,4,3,0.0377128799387,0.0,0,0,0,holiday+xmas+newyear,1,0,0,holiday+home
4325865021,39940842,YES,4,3,0.0377128799387,0.0,0,0,0,holiday+xmas+newyear,1,0,0,holiday+home
15682352,15655027,YES,2,3,0.0202130872689,0.0,0,0,0,holiday+home,1,0,0,holiday+home
16145224,15655027,YES,3,3,0.0202130872689,0.0,0,0,0,food+cook,1,0,0,holiday+home
18809624,15655027,YES,2,3,0.0202130872689,0.00799839874737,0,1,0,holiday+home,1,0,0,holiday+home
23071342,15655027,YES,2,3,0.0202130872689,0.0118164792941,0,1,0,holiday+xmas+newyear,1,0,0,holiday+home
50037505,15655027,YES,2,3,0.0202130872689,0.00145857910383,0,1,0,holiday+xmas+newyear,1,0,0,holiday+home
83057554,15655027,YES,1,3,0.0202130872689,0.0,0,0,0,holiday+xmas+newyear,1,0,0,holiday+home
310080433,15655027,YES,4,3,0.0202130872689,0.0,0,0,0,holiday+home,1,0,0,holiday+home
351218463,15655027,YES,1,3,0.0202130872689,0.000298629775241,0,1,0,holiday+xmas+newyear,1,0,0,holiday+home
2388901877,15655027,YES,15,3,0.0202130872689,0.0,0,0,0,holiday+xmas+newyear,1,0,0,holiday+home
2845016384,15655027,YES,2,3,0.0202130872689,1.0,0,1,0,SocialNetwork,1,0,0,holiday+home
2875700721,15655027,YES,2,3,0.0202130872689,0.00187590683987,0,1,1,holiday+xmas+newyear,1,0,0,holiday+home
3145249974,15655027,YES,10,3,0.0202130872689,0.0,0,0,0,food+cook,1,0,0,holiday+home
3256043222,15655027,YES,2,3,0.0202130872689,0.0,0,0,0,holiday+home,1,0,0,holiday+home
4281221712,15655027,YES,2,3,0.0202130872689,0.0,0,0,0,holiday+xmas+newyear,1,0,0,holiday+home
15568852,213405395,YES,8,3,0.0114766795446,0.00377196650658,0,0,1,holiday+xmas+newyear,0,1,0,holiday+home
20253942,213405395,YES,2,3,0.0114766795446,0.0,0,0,0,holiday+home,0,1,0,holiday+home
26460305,213405395,YES,1,3,0.0114766795446,0.00030714243298,0,0,1,holiday+xmas+newyear,0,1,0,holiday+home
35075210,213405395,YES,1,3,0.0114766795446,0.0,0,0,0,holiday+xmas+newyear,0,1,0,holiday+home
49559323,213405395,YES,2,3,0.0114766795446,0.0,0,0,0,holiday+gift,0,1,0,holiday+home
112468555,213405395,YES,1,3,0.0114766795446,0.000744733938318,0,0,1,holiday+xmas+newyear,0,1,0,holiday+home
140241017,213405395,YES,2,3,0.0114766795446,0.0,0,0,0,holiday+gift,0,1,0,holiday+home
141323179,213405395,YES,1,3,0.0114766795446,0.0,0,0,0,holiday+home,0,1,0,holiday+home
163688274,213405395,YES,1,3,0.0114766795446,0.0,0,0,0,holiday+xmas+newyear,0,1,0,holiday+home
172759774,213405395,YES,2,3,0.0114766795446,0.0,0,0,0,holiday+home,0,1,0,holiday+home
218713117,213405395,YES,2,3,0.0114766795446,0.0,0,0,0,holiday+xmas+newyear,0,1,0,holiday+home
256224751,213405395,YES,2,3,0.0114766795446,0.000933458992608,0,0,1,holiday+home,0,1,0,holiday+home
260232867,213405395,YES,2,3,0.0114766795446,0.000157462000896,0,0,1,holiday+xmas+newyear,0,1,0,holiday+home
296676049,213405395,YES,2,3,0.0114766795446,0.000220973746867,0,0,1,holiday+gift,0,1,0,holiday+home
300577552,213405395,YES,2,3,0.0114766795446,0.00446590364369,0,0,1,holiday+xmas+newyear,0,1,0,holiday+home
311753127,213405395,YES,1,3,0.0114766795446,0.0,0,0,0,holiday+xmas+newyear,0,1,0,holiday+home
374855929,213405395,YES,2,3,0.0114766795446,0.0,0,0,0,holiday+gift,0,1,0,holiday+home
390197534,213405395,YES,1,3,0.0114766795446,0.0,0,0,0,holiday+home,0,1,0,holiday+home
408865337,213405395,YES,2,3,0.0114766795446,0.0,0,0,0,holiday+gift,0,1,0,holiday+home
478913740,213405395,YES,1,3,0.0114766795446,0.0,0,0,0,holiday+xmas+newyear,0,1,0,holiday+home
485285490,213405395,YES,2,3,0.0114766795446,0.0,0,0,0,holiday+home,0,1,0,holiday+home
486910069,213405395,YES,2,3,0.0114766795446,0.0,0,0,0,holiday+gift,0,1,0,holiday+home
539978648,213405395,YES,2,3,0.0114766795446,0.0,0,0,0,holiday+home,0,1,0,holiday+home
601155306,213405395,YES,6,3,0.0114766795446,0.0,0,0,0,holiday+home,0,1,0,holiday+home
884847343,213405395,YES,8,3,0.0114766795446,0.0,0,0,0,holiday+gift,0,1,0,holiday+home
992310427,213405395,YES,2,3,0.0114766795446,0.0,0,0,0,holiday+gift,0,1,0,holiday+home
1206130309,213405395,YES,4,3,0.0114766795446,0.0,0,0,0,holiday+gift,0,1,0,holiday+home
1237091292,213405395,YES,2,3,0.0114766795446,0.0,0,0,0,holiday+xmas+newyear,0,1,0,holiday+home
1255925394,213405395,YES,2,3,0.0114766795446,8.49153215336e-05,0,0,1,holiday+gift,0,1,0,holiday+home
1264656030,213405395,YES,2,3,0.0114766795446,0.0,0,0,0,holiday+xmas+newyear,0,1,0,holiday+home
1416297667,213405395,YES,1,3,0.0114766795446,0.0,0,0,0,holiday+xmas+newyear,0,1,0,holiday+home
1452770046,213405395,YES,2,3,0.0114766795446,0.0,0,0,0,holiday+xmas+newyear,0,1,0,holiday+home
1525296006,213405395,YES,6,3,0.0114766795446,0.00399079151269,0,0,1,holiday+home,0,1,0,holiday+home
2242889774,213405395,YES,8,3,0.0114766795446,0.000183356653005,0,0,1,holiday+gift,0,1,0,holiday+home
